id_colis,id_produit,id_commande,exemplaire,motif
110976,1714,22477,1,produit abimé
110976,189,52404,2,produit abimé
110980,1629,66237,2,Le produit ne convient pas
110991,56,58368,3,Le produit n’est pas à la hauteur de mes attentes
111002,29,53211,3,la couleur du produit ne me plaît pas
111011,786,79181,3,Le produit ne convient pas
111019,562,79723,4,j ai finalement changé d’avis sur mes besoins
111049,305,42226,2,il existe une différence entre la fiche produit et l’article livré
111060,91,25353,4,il existe une différence entre la fiche produit et l’article livré
111067,1500,42066,1,Le produit ne convient pas
111070,1705,35834,1,j ai finalement changé d’avis sur mes besoins
111076,986,60900,2,il y a un problème de taille
111084,1091,6528,3,Le produit n’est pas à la hauteur de mes attentes
111089,1744,38892,2,j ai finalement changé d’avis sur mes besoins
111098,155,45882,2,Le produit ne convient pas
111145,1384,60475,1,Le produit n’est pas à la hauteur de mes attentes
111162,395,74544,1,Le produit ne convient pas
111177,35,57761,3,il existe une différence entre la fiche produit et l’article livré
111209,1368,45546,3,il existe une différence entre la fiche produit et l’article livré
111210,627,59078,2,la couleur du produit ne me plaît pas
111222,1934,34020,5,Le produit n’est pas à la hauteur de mes attentes
111239,1790,38013,2,Le produit ne convient pas
111263,313,78312,4,il existe une différence entre la fiche produit et l’article livré
111266,2056,82644,2,il existe une différence entre la fiche produit et l’article livré
111286,1874,76462,4,il y a un problème de taille
111321,1416,13698,3,il y a un problème de taille
111323,1628,82195,1,j ai finalement changé d’avis sur mes besoins
111349,477,79205,3,j ai finalement changé d’avis sur mes besoins
111350,670,57509,1,il existe une différence entre la fiche produit et l’article livré
111354,1675,56008,2,il y a un problème de taille
111375,505,66846,1,Le produit n’est pas à la hauteur de mes attentes
111380,62,14042,1,la couleur du produit ne me plaît pas
111402,1421,90769,2,produit abimé
111412,300,25753,1,produit abimé
111414,1855,13881,1,Le produit ne convient pas
111427,1244,36945,1,produit abimé
111434,1875,12104,3,la couleur du produit ne me plaît pas
111437,396,80610,2,Le produit n’est pas à la hauteur de mes attentes
111457,1106,42580,2,j ai finalement changé d’avis sur mes besoins
111471,2152,82389,2,j ai finalement changé d’avis sur mes besoins
111484,665,87700,5,j ai finalement changé d’avis sur mes besoins
111516,1514,636,1,la couleur du produit ne me plaît pas
111534,1878,63927,4,la couleur du produit ne me plaît pas
111541,1244,74466,1,il existe une différence entre la fiche produit et l’article livré
111550,1565,4381,2,Le produit n’est pas à la hauteur de mes attentes
111561,1633,48719,2,il y a un problème de taille
111566,596,10652,3,il existe une différence entre la fiche produit et l’article livré
111573,814,79619,1,la couleur du produit ne me plaît pas
111578,772,3331,3,il existe une différence entre la fiche produit et l’article livré
111599,376,14772,1,Le produit n’est pas à la hauteur de mes attentes
111633,2008,18583,1,il existe une différence entre la fiche produit et l’article livré
111639,527,81378,3,Le produit n’est pas à la hauteur de mes attentes
111652,528,84300,1,Le produit n’est pas à la hauteur de mes attentes
111690,2006,28907,3,Le produit ne convient pas
111701,1653,23848,2,la couleur du produit ne me plaît pas
111711,804,526,5,il y a un problème de taille
111733,1722,96340,3,Le produit n’est pas à la hauteur de mes attentes
111749,1934,43944,1,il existe une différence entre la fiche produit et l’article livré
111760,1024,70725,3,Le produit n’est pas à la hauteur de mes attentes
111764,1855,81997,2,Le produit n’est pas à la hauteur de mes attentes
111766,1404,74720,2,j ai finalement changé d’avis sur mes besoins
111767,213,21653,1,il existe une différence entre la fiche produit et l’article livré
111779,9,72296,4,il y a un problème de taille
111809,773,72566,4,il y a un problème de taille
111822,590,26980,5,la couleur du produit ne me plaît pas
111825,111,53599,2,produit abimé
111827,1701,12575,1,il existe une différence entre la fiche produit et l’article livré
111830,82,10843,5,il existe une différence entre la fiche produit et l’article livré
111832,1358,8743,2,la couleur du produit ne me plaît pas
111833,1237,69063,3,produit abimé
111833,739,94005,4,la couleur du produit ne me plaît pas
111839,779,58166,1,il y a un problème de taille
111839,1925,71343,4,la couleur du produit ne me plaît pas
111855,205,121,1,il existe une différence entre la fiche produit et l’article livré
111862,727,53011,2,il y a un problème de taille
111897,1932,54467,3,la couleur du produit ne me plaît pas
111930,1007,62639,2,il y a un problème de taille
111932,819,56364,2,il y a un problème de taille
111957,489,25587,2,il y a un problème de taille
111982,643,24592,5,produit abimé
111988,695,27564,3,Le produit n’est pas à la hauteur de mes attentes
111999,1352,92336,5,la couleur du produit ne me plaît pas
112002,2059,93113,4,Le produit n’est pas à la hauteur de mes attentes
112003,341,4791,3,la couleur du produit ne me plaît pas
112004,953,60636,2,j ai finalement changé d’avis sur mes besoins
112008,666,71096,1,j ai finalement changé d’avis sur mes besoins
112035,481,94406,2,Le produit n’est pas à la hauteur de mes attentes
112063,513,67546,2,il existe une différence entre la fiche produit et l’article livré
112063,978,5908,3,la couleur du produit ne me plaît pas
112074,2099,5301,2,la couleur du produit ne me plaît pas
112076,586,4892,1,j ai finalement changé d’avis sur mes besoins
112088,789,43153,1,Le produit n’est pas à la hauteur de mes attentes
112117,1705,74758,3,il existe une différence entre la fiche produit et l’article livré
112119,2174,53740,2,il existe une différence entre la fiche produit et l’article livré
112122,499,98122,2,il y a un problème de taille
112140,918,71252,2,la couleur du produit ne me plaît pas
112142,177,45502,1,produit abimé
112152,291,40434,2,produit abimé
112155,138,85875,2,Le produit ne convient pas
112166,1715,73571,3,la couleur du produit ne me plaît pas
112185,189,64829,1,il y a un problème de taille
112190,1219,96319,1,Le produit n’est pas à la hauteur de mes attentes
112193,663,46306,5,produit abimé
112194,1280,37416,1,la couleur du produit ne me plaît pas
112220,1696,69114,1,il existe une différence entre la fiche produit et l’article livré
112239,719,92978,1,Le produit ne convient pas
112241,970,12167,5,Le produit ne convient pas
112253,640,32120,1,la couleur du produit ne me plaît pas
112256,2048,74731,3,il y a un problème de taille
112264,1065,75871,4,la couleur du produit ne me plaît pas
112265,1837,51019,2,produit abimé
112271,834,84322,4,j ai finalement changé d’avis sur mes besoins
112276,583,77265,3,produit abimé
112293,1981,93489,5,Le produit n’est pas à la hauteur de mes attentes
112296,509,57422,3,produit abimé
112318,1045,13831,4,Le produit n’est pas à la hauteur de mes attentes
112335,727,63982,4,j ai finalement changé d’avis sur mes besoins
112358,534,86533,1,Le produit ne convient pas
112368,1077,30835,4,il existe une différence entre la fiche produit et l’article livré
112374,1055,30556,1,il y a un problème de taille
112374,2072,54295,3,j ai finalement changé d’avis sur mes besoins
112380,1625,86447,4,j ai finalement changé d’avis sur mes besoins
112390,1658,52433,1,la couleur du produit ne me plaît pas
112395,1988,19398,4,Le produit n’est pas à la hauteur de mes attentes
112406,1075,16029,1,il existe une différence entre la fiche produit et l’article livré
112409,2063,26261,1,produit abimé
112415,1748,87770,4,Le produit n’est pas à la hauteur de mes attentes
112435,820,65430,2,produit abimé
112457,1211,16808,1,Le produit ne convient pas
112476,993,45534,1,il existe une différence entre la fiche produit et l’article livré
112486,1727,51143,2,il existe une différence entre la fiche produit et l’article livré
112507,1503,51742,2,produit abimé
112516,75,66195,1,j ai finalement changé d’avis sur mes besoins
112519,1926,29059,2,Le produit n’est pas à la hauteur de mes attentes
112530,474,9584,5,produit abimé
112611,862,67279,1,Le produit ne convient pas
112631,1785,34963,5,il existe une différence entre la fiche produit et l’article livré
112638,86,1291,3,j ai finalement changé d’avis sur mes besoins
112648,1866,3796,5,produit abimé
112684,1160,717,4,la couleur du produit ne me plaît pas
112734,897,92045,2,il y a un problème de taille
112738,1640,59628,2,la couleur du produit ne me plaît pas
112741,2099,53942,4,il y a un problème de taille
112761,1080,58912,5,produit abimé
112779,156,39789,5,produit abimé
112817,1049,21263,1,il y a un problème de taille
112822,7,11507,1,il y a un problème de taille
112828,1063,86331,2,la couleur du produit ne me plaît pas
112831,147,53293,2,j ai finalement changé d’avis sur mes besoins
112861,1138,59867,4,j ai finalement changé d’avis sur mes besoins
112874,422,60208,1,Le produit ne convient pas
112911,1443,67387,1,Le produit n’est pas à la hauteur de mes attentes
112926,1494,59789,4,j ai finalement changé d’avis sur mes besoins
112941,2048,598,2,il y a un problème de taille
112947,1898,36462,1,Le produit ne convient pas
112960,23,29842,1,il existe une différence entre la fiche produit et l’article livré
112973,1326,67370,2,produit abimé
112978,728,44828,3,il existe une différence entre la fiche produit et l’article livré
112988,515,74977,2,Le produit ne convient pas
112989,762,2119,2,il existe une différence entre la fiche produit et l’article livré
113021,1338,2333,4,j ai finalement changé d’avis sur mes besoins
113068,291,57336,2,produit abimé
113093,2028,87236,3,Le produit n’est pas à la hauteur de mes attentes
113112,194,56102,3,Le produit n’est pas à la hauteur de mes attentes
113115,748,76130,1,la couleur du produit ne me plaît pas
113125,1264,66847,1,il existe une différence entre la fiche produit et l’article livré
113143,370,72583,1,la couleur du produit ne me plaît pas
113152,1093,24303,1,Le produit ne convient pas
113157,1768,80488,4,il y a un problème de taille
113175,1196,60967,1,il existe une différence entre la fiche produit et l’article livré
113176,1234,60728,3,j ai finalement changé d’avis sur mes besoins
113193,1047,77756,3,il y a un problème de taille
113201,1277,42168,4,il y a un problème de taille
113206,1506,84535,4,Le produit n’est pas à la hauteur de mes attentes
113212,1143,76627,1,la couleur du produit ne me plaît pas
113216,1133,32373,1,produit abimé
113220,409,81,1,Le produit ne convient pas
113220,533,37949,3,Le produit ne convient pas
113239,660,51343,1,Le produit ne convient pas
113241,1872,96303,2,il existe une différence entre la fiche produit et l’article livré
113249,859,22602,3,produit abimé
113250,621,56628,4,il existe une différence entre la fiche produit et l’article livré
113289,1965,87439,1,Le produit n’est pas à la hauteur de mes attentes
113295,96,46076,2,Le produit n’est pas à la hauteur de mes attentes
113298,2145,11369,2,j ai finalement changé d’avis sur mes besoins
113309,563,27572,3,il y a un problème de taille
113315,933,19232,4,Le produit ne convient pas
113357,36,53976,4,il existe une différence entre la fiche produit et l’article livré
113366,1127,82989,1,il y a un problème de taille
113366,1153,49650,4,Le produit n’est pas à la hauteur de mes attentes
113379,1242,74649,2,j ai finalement changé d’avis sur mes besoins
113400,1812,10896,1,la couleur du produit ne me plaît pas
113401,1224,41824,2,produit abimé
113402,1382,83505,4,Le produit n’est pas à la hauteur de mes attentes
113403,1825,74588,2,Le produit n’est pas à la hauteur de mes attentes
113406,676,28794,1,j ai finalement changé d’avis sur mes besoins
113422,733,9358,2,j ai finalement changé d’avis sur mes besoins
113447,1496,85375,4,Le produit ne convient pas
113459,1773,80629,3,il y a un problème de taille
113471,600,21050,5,produit abimé
113473,559,73543,4,produit abimé
113506,1699,55481,2,Le produit ne convient pas
113519,1891,7881,2,il y a un problème de taille
113532,1064,10939,5,Le produit ne convient pas
113544,1822,74621,4,j ai finalement changé d’avis sur mes besoins
113552,2128,5419,1,Le produit ne convient pas
113589,196,67004,3,Le produit ne convient pas
113600,1882,13853,1,Le produit n’est pas à la hauteur de mes attentes
113627,636,67127,2,Le produit ne convient pas
113646,1704,31108,3,il existe une différence entre la fiche produit et l’article livré
113659,25,24640,4,Le produit ne convient pas
113696,1227,21458,3,produit abimé
113700,2182,71426,2,Le produit n’est pas à la hauteur de mes attentes
113715,710,43176,1,il existe une différence entre la fiche produit et l’article livré
113723,514,21093,4,produit abimé
113733,1547,92956,1,la couleur du produit ne me plaît pas
113737,1395,2204,3,il y a un problème de taille
113761,181,32297,2,j ai finalement changé d’avis sur mes besoins
113762,686,91375,3,Le produit ne convient pas
113795,2035,53487,2,j ai finalement changé d’avis sur mes besoins
113822,2196,88515,1,Le produit ne convient pas
113836,914,20403,2,il y a un problème de taille
113836,1647,81534,3,la couleur du produit ne me plaît pas
113840,229,12493,3,il existe une différence entre la fiche produit et l’article livré
113861,504,52881,2,Le produit ne convient pas
113879,570,62330,3,produit abimé
113887,264,36025,2,il y a un problème de taille
113893,324,43461,5,j ai finalement changé d’avis sur mes besoins
113916,1351,17276,1,il y a un problème de taille
113918,301,94583,2,il y a un problème de taille
113926,2104,96200,1,Le produit n’est pas à la hauteur de mes attentes
113971,1714,17563,1,la couleur du produit ne me plaît pas
113972,362,5764,1,Le produit n’est pas à la hauteur de mes attentes
113976,723,82010,4,il y a un problème de taille
113976,356,81521,5,il existe une différence entre la fiche produit et l’article livré
113984,905,32519,3,produit abimé
113986,683,61804,1,il existe une différence entre la fiche produit et l’article livré
113987,1645,91764,1,j ai finalement changé d’avis sur mes besoins
113987,438,55903,2,j ai finalement changé d’avis sur mes besoins
113995,1073,11743,5,produit abimé
114001,1091,79120,2,la couleur du produit ne me plaît pas
114002,583,91695,1,la couleur du produit ne me plaît pas
114018,325,44632,1,Le produit ne convient pas
114024,354,34972,1,il y a un problème de taille
114027,1781,5618,1,il existe une différence entre la fiche produit et l’article livré
114028,1591,989,1,il y a un problème de taille
114065,1695,11251,3,Le produit ne convient pas
114082,1192,59606,2,il existe une différence entre la fiche produit et l’article livré
114094,309,55061,1,la couleur du produit ne me plaît pas
114099,93,75036,5,Le produit n’est pas à la hauteur de mes attentes
114100,920,22876,2,il existe une différence entre la fiche produit et l’article livré
114130,202,21414,2,il y a un problème de taille
114160,565,50180,3,il y a un problème de taille
114195,1016,29165,3,j ai finalement changé d’avis sur mes besoins
114197,1391,27242,3,la couleur du produit ne me plaît pas
114248,929,90516,1,j ai finalement changé d’avis sur mes besoins
114283,925,81353,1,produit abimé
114288,194,76140,1,j ai finalement changé d’avis sur mes besoins
114289,534,45656,2,produit abimé
114289,800,31427,4,Le produit n’est pas à la hauteur de mes attentes
114292,610,27163,5,la couleur du produit ne me plaît pas
114311,2076,8740,1,il y a un problème de taille
114311,1483,69495,5,il existe une différence entre la fiche produit et l’article livré
114318,377,18193,1,il y a un problème de taille
114325,2053,19176,1,Le produit ne convient pas
114343,860,47853,4,Le produit n’est pas à la hauteur de mes attentes
114359,1263,72313,1,Le produit ne convient pas
114365,769,69016,2,il existe une différence entre la fiche produit et l’article livré
114384,1996,97990,1,Le produit ne convient pas
114392,218,10869,2,Le produit n’est pas à la hauteur de mes attentes
114398,648,61745,2,il existe une différence entre la fiche produit et l’article livré
114401,431,81922,4,produit abimé
114407,1617,67836,4,il y a un problème de taille
114420,1402,95988,2,j ai finalement changé d’avis sur mes besoins
114438,1010,6335,3,il y a un problème de taille
114457,1403,12652,2,il y a un problème de taille
114461,714,59880,1,Le produit n’est pas à la hauteur de mes attentes
114474,1114,38267,3,j ai finalement changé d’avis sur mes besoins
114492,238,91408,1,produit abimé
114515,1094,871,1,Le produit n’est pas à la hauteur de mes attentes
114530,1007,55546,3,Le produit ne convient pas
114550,2091,33764,1,produit abimé
114550,466,70203,2,il y a un problème de taille
114565,2042,73021,3,il y a un problème de taille
114578,1373,10397,4,Le produit n’est pas à la hauteur de mes attentes
114605,1838,5350,2,Le produit n’est pas à la hauteur de mes attentes
114613,730,61492,1,il existe une différence entre la fiche produit et l’article livré
114619,551,81330,1,produit abimé
114628,1347,89482,2,il y a un problème de taille
114635,2178,49768,3,j ai finalement changé d’avis sur mes besoins
114680,815,31162,1,il existe une différence entre la fiche produit et l’article livré
114689,286,86067,1,Le produit n’est pas à la hauteur de mes attentes
114692,1518,26677,3,Le produit n’est pas à la hauteur de mes attentes
114692,759,29848,4,produit abimé
114765,1288,19064,4,la couleur du produit ne me plaît pas
114797,712,65327,2,il y a un problème de taille
114797,433,41021,3,j ai finalement changé d’avis sur mes besoins
114807,632,65729,2,Le produit ne convient pas
114819,351,46863,3,Le produit n’est pas à la hauteur de mes attentes
114823,122,37339,2,j ai finalement changé d’avis sur mes besoins
114833,626,42471,1,Le produit ne convient pas
114838,1953,30866,1,produit abimé
114853,1015,84324,3,il existe une différence entre la fiche produit et l’article livré
114891,1851,86918,1,produit abimé
114897,1792,36140,1,Le produit ne convient pas
114899,384,58094,2,Le produit ne convient pas
114905,154,18439,4,produit abimé
114909,387,14846,1,Le produit ne convient pas
114923,170,16668,3,produit abimé
114979,1681,86472,4,Le produit n’est pas à la hauteur de mes attentes
115005,2192,90133,4,j ai finalement changé d’avis sur mes besoins
115018,321,46143,1,il y a un problème de taille
115041,1761,45280,4,il y a un problème de taille
115072,2054,52651,2,Le produit ne convient pas
115078,1421,12404,1,la couleur du produit ne me plaît pas
115102,1751,809,1,Le produit n’est pas à la hauteur de mes attentes
115117,1667,60063,2,produit abimé
115135,11,66994,2,Le produit ne convient pas
115143,1351,44919,3,il existe une différence entre la fiche produit et l’article livré
115150,1515,42659,2,j ai finalement changé d’avis sur mes besoins
115187,1409,16618,1,j ai finalement changé d’avis sur mes besoins
115189,2168,62214,1,produit abimé
115195,237,97527,3,la couleur du produit ne me plaît pas
115212,1671,82445,4,la couleur du produit ne me plaît pas
115214,210,95947,3,produit abimé
115215,948,86448,3,il existe une différence entre la fiche produit et l’article livré
115216,489,27787,2,produit abimé
115220,223,26062,4,Le produit n’est pas à la hauteur de mes attentes
115224,829,30853,4,la couleur du produit ne me plaît pas
115240,1074,27608,3,j ai finalement changé d’avis sur mes besoins
115258,1397,34480,2,il existe une différence entre la fiche produit et l’article livré
115274,874,79868,1,produit abimé
115293,1470,1293,1,produit abimé
115298,289,5816,1,Le produit ne convient pas
115305,1155,19342,3,Le produit n’est pas à la hauteur de mes attentes
115313,2173,13532,2,Le produit ne convient pas
115325,580,92886,1,produit abimé
115327,1994,31839,1,j ai finalement changé d’avis sur mes besoins
115327,438,6969,3,produit abimé
115349,611,62402,3,il y a un problème de taille
115349,555,20254,4,Le produit ne convient pas
115353,992,69349,1,produit abimé
115356,104,47450,4,la couleur du produit ne me plaît pas
115365,1815,57747,1,il y a un problème de taille
115394,1910,47040,3,il existe une différence entre la fiche produit et l’article livré
115403,256,62458,3,il y a un problème de taille
115411,1683,70085,2,Le produit n’est pas à la hauteur de mes attentes
115422,1758,19952,3,j ai finalement changé d’avis sur mes besoins
115424,559,80546,3,il y a un problème de taille
115449,2093,52401,2,il existe une différence entre la fiche produit et l’article livré
115481,149,95229,1,il y a un problème de taille
115485,10,10851,1,Le produit n’est pas à la hauteur de mes attentes
115496,2085,54267,1,il y a un problème de taille
115497,1771,93222,1,j ai finalement changé d’avis sur mes besoins
115499,399,38893,4,il y a un problème de taille
115557,1978,71256,1,il y a un problème de taille
115581,1812,99868,5,produit abimé
115599,1056,56386,3,j ai finalement changé d’avis sur mes besoins
115600,1357,9983,4,Le produit n’est pas à la hauteur de mes attentes
115603,358,30432,3,Le produit ne convient pas
115621,303,94252,1,la couleur du produit ne me plaît pas
115626,117,94135,2,il y a un problème de taille
115641,958,46594,3,Le produit ne convient pas
115665,780,81833,3,la couleur du produit ne me plaît pas
115680,887,17890,3,il existe une différence entre la fiche produit et l’article livré
115689,1088,70066,1,il y a un problème de taille
115698,1658,68305,2,produit abimé
115713,1877,20244,2,produit abimé
115716,1919,88950,2,il existe une différence entre la fiche produit et l’article livré
115723,741,4078,2,la couleur du produit ne me plaît pas
115740,1483,30456,2,produit abimé
115745,821,41578,2,j ai finalement changé d’avis sur mes besoins
115770,111,68918,1,produit abimé
115772,2051,77707,1,il existe une différence entre la fiche produit et l’article livré
115774,1396,48150,1,j ai finalement changé d’avis sur mes besoins
115777,356,72731,1,produit abimé
115778,1497,36269,2,Le produit n’est pas à la hauteur de mes attentes
115827,2131,45650,3,il y a un problème de taille
115838,1997,12866,1,Le produit n’est pas à la hauteur de mes attentes
115838,1866,46645,2,Le produit n’est pas à la hauteur de mes attentes
115848,558,56805,1,Le produit ne convient pas
115855,1939,60522,1,la couleur du produit ne me plaît pas
115880,20,55941,5,produit abimé
115885,215,68306,2,la couleur du produit ne me plaît pas
115896,1672,5538,1,il y a un problème de taille
115896,1908,5089,3,produit abimé
115902,1281,64883,2,il existe une différence entre la fiche produit et l’article livré
115904,934,86604,2,il existe une différence entre la fiche produit et l’article livré
115909,587,34141,2,produit abimé
115933,357,38993,4,il y a un problème de taille
115946,243,54822,2,la couleur du produit ne me plaît pas
115950,729,50768,3,Le produit n’est pas à la hauteur de mes attentes
115961,2022,75789,1,produit abimé
115966,2159,22456,5,Le produit n’est pas à la hauteur de mes attentes
116027,1178,51036,1,j ai finalement changé d’avis sur mes besoins
116032,2140,36403,3,la couleur du produit ne me plaît pas
116046,336,90457,1,j ai finalement changé d’avis sur mes besoins
116090,1062,53266,2,j ai finalement changé d’avis sur mes besoins
116128,46,18438,4,Le produit n’est pas à la hauteur de mes attentes
116136,1705,22506,2,Le produit ne convient pas
116139,1106,73402,4,Le produit ne convient pas
116173,2051,52204,1,la couleur du produit ne me plaît pas
116179,92,47688,2,la couleur du produit ne me plaît pas
116190,2139,25967,3,j ai finalement changé d’avis sur mes besoins
116192,539,51036,3,j ai finalement changé d’avis sur mes besoins
116214,780,54024,1,la couleur du produit ne me plaît pas
116220,329,1177,3,il existe une différence entre la fiche produit et l’article livré
116231,2014,3542,2,il existe une différence entre la fiche produit et l’article livré
116233,173,82657,3,produit abimé
116234,434,55532,4,Le produit ne convient pas
116237,49,43104,1,il existe une différence entre la fiche produit et l’article livré
116256,1417,43199,1,Le produit n’est pas à la hauteur de mes attentes
116271,2038,80278,1,produit abimé
116276,932,58117,1,Le produit n’est pas à la hauteur de mes attentes
116302,273,97571,1,Le produit n’est pas à la hauteur de mes attentes
116316,1894,13816,4,Le produit n’est pas à la hauteur de mes attentes
116324,554,68251,2,produit abimé
116333,69,67533,1,la couleur du produit ne me plaît pas
116335,947,53434,1,il y a un problème de taille
116354,1934,6258,4,il y a un problème de taille
116366,931,19689,1,produit abimé
116368,420,84703,4,la couleur du produit ne me plaît pas
116371,1163,33285,1,il y a un problème de taille
116375,843,71843,4,produit abimé
116399,1458,96229,4,il y a un problème de taille
116404,1351,84378,1,j ai finalement changé d’avis sur mes besoins
116463,448,69607,2,j ai finalement changé d’avis sur mes besoins
116464,2079,92142,4,Le produit ne convient pas
116468,1517,70392,1,la couleur du produit ne me plaît pas
116499,2026,37886,2,Le produit ne convient pas
116510,1179,55288,1,Le produit ne convient pas
116521,233,37337,5,il existe une différence entre la fiche produit et l’article livré
116526,1094,45416,2,Le produit ne convient pas
116533,826,74702,4,produit abimé
116547,1564,19874,3,Le produit n’est pas à la hauteur de mes attentes
116566,240,62748,1,produit abimé
116566,410,98115,3,Le produit n’est pas à la hauteur de mes attentes
116581,1152,2685,2,il y a un problème de taille
116586,2002,95939,1,la couleur du produit ne me plaît pas
116589,1563,82442,4,la couleur du produit ne me plaît pas
116612,839,21968,3,Le produit n’est pas à la hauteur de mes attentes
116684,760,96352,3,Le produit n’est pas à la hauteur de mes attentes
116694,311,92818,2,produit abimé
116699,1872,27441,3,j ai finalement changé d’avis sur mes besoins
116700,1218,14747,1,il y a un problème de taille
116706,1693,30713,1,Le produit n’est pas à la hauteur de mes attentes
116710,927,94491,1,Le produit ne convient pas
116742,2088,53794,1,Le produit ne convient pas
116749,741,97309,1,produit abimé
116754,57,7156,4,Le produit ne convient pas
116759,1415,22301,1,produit abimé
116774,297,62612,2,j ai finalement changé d’avis sur mes besoins
116787,1619,86270,4,Le produit ne convient pas
116789,891,20016,3,la couleur du produit ne me plaît pas
116790,2036,1286,1,il y a un problème de taille
116808,1513,93300,1,Le produit n’est pas à la hauteur de mes attentes
116833,615,29486,2,il existe une différence entre la fiche produit et l’article livré
116838,692,55902,3,Le produit n’est pas à la hauteur de mes attentes
116960,925,39175,1,il y a un problème de taille
116976,1356,41034,3,il y a un problème de taille
116978,1092,44337,1,il existe une différence entre la fiche produit et l’article livré
116980,1968,44938,1,il existe une différence entre la fiche produit et l’article livré
116989,1542,82351,2,il y a un problème de taille
117021,1941,47413,1,Le produit ne convient pas
117022,88,34194,3,la couleur du produit ne me plaît pas
117030,692,84380,2,Le produit n’est pas à la hauteur de mes attentes
117072,57,18096,3,il y a un problème de taille
117078,1734,48099,4,il y a un problème de taille
117115,1611,42360,4,Le produit n’est pas à la hauteur de mes attentes
117139,1625,18440,2,il y a un problème de taille
117142,660,57247,3,la couleur du produit ne me plaît pas
117159,949,43900,1,la couleur du produit ne me plaît pas
117194,991,47703,3,il y a un problème de taille
117227,1942,23296,2,produit abimé
117235,831,38884,1,il y a un problème de taille
117248,40,59668,5,Le produit n’est pas à la hauteur de mes attentes
117270,1845,92838,3,il existe une différence entre la fiche produit et l’article livré
117282,144,53442,3,Le produit ne convient pas
117321,1703,3648,3,Le produit ne convient pas
117325,167,5666,2,il y a un problème de taille
117336,1552,5371,2,Le produit ne convient pas
117338,1886,14419,1,il existe une différence entre la fiche produit et l’article livré
117361,217,29403,1,Le produit ne convient pas
117380,1285,59084,1,Le produit n’est pas à la hauteur de mes attentes
117384,1769,629,5,j ai finalement changé d’avis sur mes besoins
117404,2086,83057,5,la couleur du produit ne me plaît pas
117422,559,74599,2,il y a un problème de taille
117424,491,80372,1,il y a un problème de taille
117470,516,97015,2,produit abimé
117486,2118,68066,4,produit abimé
117506,792,33651,2,produit abimé
117508,774,13516,1,j ai finalement changé d’avis sur mes besoins
117541,1185,7637,5,j ai finalement changé d’avis sur mes besoins
117563,321,52696,3,produit abimé
117566,730,19800,2,il y a un problème de taille
117579,1055,64433,1,Le produit n’est pas à la hauteur de mes attentes
117619,1019,54124,2,j ai finalement changé d’avis sur mes besoins
117620,2168,1723,1,il existe une différence entre la fiche produit et l’article livré
117627,1768,93385,3,Le produit ne convient pas
117631,482,98019,2,il existe une différence entre la fiche produit et l’article livré
117641,1670,82537,2,Le produit n’est pas à la hauteur de mes attentes
117659,1516,34259,1,Le produit n’est pas à la hauteur de mes attentes
117720,1110,403,1,j ai finalement changé d’avis sur mes besoins
117749,203,37722,1,il y a un problème de taille
117764,689,36183,2,Le produit ne convient pas
117795,1107,2490,3,Le produit n’est pas à la hauteur de mes attentes
117837,1131,2399,1,il y a un problème de taille
117845,197,11185,1,il y a un problème de taille
117861,1377,33289,5,la couleur du produit ne me plaît pas
117867,1317,64167,2,j ai finalement changé d’avis sur mes besoins
117868,900,95156,1,Le produit ne convient pas
117875,217,41917,1,Le produit n’est pas à la hauteur de mes attentes
117900,1161,77824,1,la couleur du produit ne me plaît pas
117904,859,50210,3,j ai finalement changé d’avis sur mes besoins
117911,125,40640,2,il existe une différence entre la fiche produit et l’article livré
117924,275,29521,1,j ai finalement changé d’avis sur mes besoins
117924,659,77229,2,produit abimé
117927,252,36530,2,Le produit ne convient pas
117934,1968,22465,4,il y a un problème de taille
117941,1502,48684,1,il existe une différence entre la fiche produit et l’article livré
117955,511,62605,3,j ai finalement changé d’avis sur mes besoins
117959,1904,55395,2,Le produit ne convient pas
117961,1335,42415,3,il y a un problème de taille
118038,1497,32219,1,j ai finalement changé d’avis sur mes besoins
118040,1758,84525,1,la couleur du produit ne me plaît pas
118046,842,30610,1,Le produit ne convient pas
118047,948,41922,5,Le produit n’est pas à la hauteur de mes attentes
118050,388,56269,4,il existe une différence entre la fiche produit et l’article livré
118061,1728,86111,2,il existe une différence entre la fiche produit et l’article livré
118068,2071,65335,4,j ai finalement changé d’avis sur mes besoins
118077,946,93453,3,il y a un problème de taille
118090,8,21102,2,il y a un problème de taille
118100,2067,39451,1,la couleur du produit ne me plaît pas
118102,1010,39410,2,il existe une différence entre la fiche produit et l’article livré
118138,2024,8913,3,il y a un problème de taille
118139,1389,99426,3,la couleur du produit ne me plaît pas
118159,545,67465,2,Le produit ne convient pas
118178,2192,33746,2,produit abimé
118210,327,46677,3,il existe une différence entre la fiche produit et l’article livré
118211,614,55613,1,j ai finalement changé d’avis sur mes besoins
118231,1193,42815,1,la couleur du produit ne me plaît pas
118232,375,11738,2,j ai finalement changé d’avis sur mes besoins
118235,373,383,1,j ai finalement changé d’avis sur mes besoins
118237,1575,40154,3,Le produit n’est pas à la hauteur de mes attentes
118240,1512,15104,1,Le produit n’est pas à la hauteur de mes attentes
118245,1734,95565,1,il existe une différence entre la fiche produit et l’article livré
118246,995,12653,1,produit abimé
118247,2061,82303,1,produit abimé
