id_client,id_commande,id_produit,id_colis,exemplaire,date_avis,avis,etoile
60839,37979,1209,37979,1,2021-10-17,j aime bien ,3
14007,38000,1645,38000,1,2020-5-9,le produit n est pas original,5
57397,38072,640,38072,2,2021-4-22,je suis content,2
58454,38081,211,38081,4,2020-10-11,j adoooore ce produt,5
42200,38108,46,38108,2,2021-4-28,tres bonne qualité,4
41021,38111,1080,38111,2,2021-7-3,je suis contente,4
42347,38159,323,38159,1,2020-11-22,tres mauvaise qualité,3
27456,38209,863,38209,1,2020-11-22,flop,3
79609,38228,2124,38228,3,2020-7-24,j aime bien ,5
58916,38251,1491,38251,1,2020-10-22,le produit n est pas original,5
71754,38303,325,38303,2,2020-6-25,tres bonne qualité,5
94391,38523,47,38523,3,2020-2-18,je suis contente,1
44340,38803,2116,38803,5,2021-1-7,tres mauvaise qualité,5
1646,38824,477,38824,3,2021-3-12,top,4
3120,38831,708,38831,1,2021-5-24,tres bonne qualité,4
57219,38835,666,38835,3,2021-1-11,je vous le conseille le produit est magnifique,4
56198,38946,1269,38946,1,2020-4-12,j adoooore ce produt,2
33121,38987,626,38987,3,2021-4-1,j aime bien ,2
94095,39028,1184,39028,2,2021-5-16,tres bonne qualité,5
24787,39095,2099,39095,2,2020-12-8,je vous le conseille le produit est magnifique,2
29161,39165,584,39165,1,2021-6-12,je suis contente,1
76640,39225,100,39225,5,2020-3-18,top,2
47918,39256,352,39256,2,2020-5-16,top,5
14191,39292,1505,39292,4,2021-7-25,je vous le conseille le produit est magnifique,2
60754,39360,1134,39360,2,2020-11-14,j aime pas trop,3
45173,39368,703,39368,1,2021-10-15,je vous le conseille le produit est magnifique,3
88486,39403,1078,39403,3,2020-7-27,top,2
47257,39404,452,39404,1,2021-11-17,je suis deçu,4
46403,39463,1244,39463,2,2020-8-1,je vous le conseille le produit est magnifique,1
24844,39468,1502,39468,2,2021-7-19,j aime pas trop,3
48386,39472,2176,39472,2,2020-9-16,tres mauvaise qualité,4
12433,39479,844,39479,3,2021-3-10,flop,5
47017,39527,261,39527,2,2020-8-21,tres bonne qualité,2
37286,39561,1334,39561,3,2021-4-1,je vous le conseille le produit est magnifique,2
85803,39581,879,39581,1,2020-5-10,j aime pas trop,3
56221,39633,669,39633,1,2021-7-19,j aime bien ,4
67123,39669,15,39669,2,2021-11-15,j aime bien ,5
31663,39682,504,39682,2,2021-9-25,j adoooore ce produt,1
85114,39684,748,39684,2,2020-10-15,je suis deçu,5
55375,39699,1403,39699,2,2021-1-25,je suis contente,3
54115,39811,218,39811,1,2020-4-5,je suis content,3
66464,39962,613,39962,2,2021-2-4,je vous le conseille le produit est magnifique,2
61181,40006,1828,40006,1,2020-2-24,tres mauvaise qualité,2
77008,40020,1265,40020,2,2020-7-27,je vous le conseille le produit est magnifique,5
75313,40025,1791,40025,2,2020-3-3,je suis deçu,3
96388,40047,1593,40047,3,2021-11-13,le produit n est pas original,2
61957,40065,1741,40065,2,2020-1-26,flop,3
13972,40079,1559,40079,3,2020-5-10,je suis content,1
80135,40107,1341,40107,2,2020-5-11,flop,1
75650,40170,735,40170,2,2021-6-18,j aime bien ,1
22539,40257,1548,40257,2,2020-8-28,flop,1
20179,40258,2045,40258,2,2021-11-20,top,2
42451,40269,1936,40269,2,2020-5-13,j adoooore ce produt,2
95631,40297,812,40297,2,2020-5-15,tres bonne qualité,2
1894,40345,891,40345,4,2021-7-4,le produit n est pas original,2
50711,40437,1738,40437,2,2020-10-8,tres mauvaise qualité,2
28818,40499,1016,40499,4,2020-1-17,j aime bien ,3
73166,40621,395,40621,1,2020-12-20,tres bonne qualité,3
52392,40686,1219,40686,5,2021-11-10,je vous le conseille le produit est magnifique,3
32157,40741,1698,40741,4,2020-6-27,je suis content,5
27623,40766,1740,40766,3,2021-11-7,je vous le conseille le produit est magnifique,1
65753,40772,1924,40772,1,2020-9-19,j aime pas trop,1
26563,40801,1078,40801,2,2020-7-22,je suis content,4
1228,40841,636,40841,1,2021-11-4,tres mauvaise qualité,1
82121,40938,263,40938,1,2020-6-19,je suis deçu,2
50741,41022,586,41022,3,2021-12-3,le produit n est pas original,2
10704,41174,422,41174,3,2020-3-20,le produit n est pas original,4
9685,41194,890,41194,5,2020-7-3,je suis deçu,5
80205,41220,2065,41220,1,2020-5-27,j aime pas trop,4
85375,41251,1298,41251,2,2020-9-4,je suis content,4
76367,41284,1413,41284,2,2021-5-17,flop,4
37906,41289,1703,41289,2,2020-6-17,j aime pas trop,4
19029,41317,53,41317,1,2020-7-10,le produit n est pas original,3
91789,41372,622,41372,2,2020-3-24,j aime bien ,1
83155,41429,341,41429,5,2020-4-25,je suis contente,2
47937,41436,2111,41436,2,2021-7-3,je suis content,2
64026,41460,1248,41460,4,2021-2-1,je suis content,2
86134,41512,201,41512,1,2020-10-24,j aime bien ,2
22335,41587,1268,41587,1,2021-11-10,je suis content,4
96973,41645,1924,41645,5,2020-10-6,top,1
52035,41726,570,41726,2,2020-8-21,j aime bien ,2
72396,41745,302,41745,1,2020-5-23,je suis contente,1
69907,41746,2014,41746,2,2021-9-4,j aime bien ,4
28839,41809,833,41809,1,2020-6-28,j adoooore ce produt,2
44034,41826,14,41826,5,2021-12-23,j adoooore ce produt,4
86114,41846,160,41846,1,2021-4-23,flop,4
55838,41852,93,41852,1,2021-6-24,j aime pas trop,4
31367,41898,1807,41898,3,2020-5-27,j adoooore ce produt,4
4010,41906,1976,41906,2,2021-3-9,je suis contente,4
70952,41926,658,41926,5,2020-12-12,tres bonne qualité,1
57068,41935,598,41935,3,2021-5-7,je suis content,2
84525,41970,1659,41970,3,2021-2-18,le produit n est pas original,4
40497,42066,391,42066,2,2020-4-26,tres bonne qualité,1
4049,42096,1409,42096,4,2020-1-15,je suis contente,1
13300,42140,2158,42140,3,2021-7-6,j adoooore ce produt,5
30233,42153,1861,42153,3,2020-11-12,tres bonne qualité,5
84031,42165,1263,42165,4,2020-12-25,je vous le conseille le produit est magnifique,4
65375,42214,1336,42214,1,2020-9-19,flop,2
11851,42282,1379,42282,1,2020-4-16,tres bonne qualité,5
19107,42293,1303,42293,2,2020-7-11,le produit n est pas original,2
86339,42338,920,42338,1,2021-9-6,tres bonne qualité,2
49886,42351,731,42351,2,2021-2-21,top,3
66678,42435,1875,42435,3,2020-2-11,top,5
69933,42459,769,42459,2,2020-8-8,tres bonne qualité,3
20562,42496,1946,42496,1,2021-7-23,j aime pas trop,5
35720,42501,1765,42501,1,2020-11-2,j aime pas trop,5
48195,42526,117,42526,1,2021-12-16,j adoooore ce produt,3
7570,42536,782,42536,2,2021-4-15,tres bonne qualité,2
46244,42563,546,42563,1,2020-9-9,tres mauvaise qualité,5
58006,42579,854,42579,1,2021-11-12,j adoooore ce produt,2
47301,42587,1769,42587,4,2020-4-9,je suis contente,2
13316,42595,1624,42595,1,2020-5-15,je suis contente,4
34374,42610,366,42610,1,2020-2-22,tres mauvaise qualité,2
88686,42760,1702,42760,3,2020-2-27,je suis contente,1
58452,42782,1338,42782,1,2021-2-4,j aime pas trop,2
31369,42821,244,42821,1,2021-4-13,tres bonne qualité,5
78248,42886,1823,42886,1,2021-2-25,top,1
34585,42893,822,42893,1,2021-12-9,je suis content,3
6005,43006,614,43006,2,2020-3-7,j aime pas trop,5
81889,43038,1094,43038,2,2020-4-27,je vous le conseille le produit est magnifique,1
54422,43053,698,43053,2,2020-7-2,j aime pas trop,2
29844,43107,1122,43107,2,2021-10-19,tres bonne qualité,5
42909,43145,711,43145,1,2020-3-20,je suis content,5
4283,43247,1280,43247,1,2021-8-8,tres bonne qualité,2
80034,43249,70,43249,3,2020-12-20,je suis deçu,5
54383,43290,55,43290,2,2021-8-21,j aime pas trop,5
84132,43411,762,43411,2,2020-1-11,je vous le conseille le produit est magnifique,5
56991,43464,294,43464,4,2020-8-19,flop,4
49677,43516,780,43516,1,2021-12-4,tres bonne qualité,4
78614,43539,1561,43539,2,2020-6-25,j adoooore ce produt,5
92426,43548,571,43548,1,2020-3-10,tres mauvaise qualité,3
96576,43626,1659,43626,5,2021-4-7,le produit n est pas original,4
83589,43675,71,43675,4,2020-1-18,tres mauvaise qualité,3
64245,43734,2060,43734,1,2020-3-1,j aime bien ,5
83624,43736,607,43736,1,2021-10-2,flop,5
17611,43806,2054,43806,2,2020-4-15,j adoooore ce produt,2
83479,43827,2130,43827,4,2020-10-27,je vous le conseille le produit est magnifique,2
86348,43841,669,43841,3,2021-9-16,tres mauvaise qualité,4
84545,43853,1158,43853,1,2020-2-11,je suis deçu,5
42495,43871,1077,43871,3,2020-7-19,flop,4
35336,43873,1167,43873,5,2021-7-15,tres bonne qualité,3
61230,43895,437,43895,5,2020-1-24,je suis content,5
91696,43919,2021,43919,3,2021-1-16,je suis deçu,1
94110,43922,1964,43922,1,2020-9-25,tres bonne qualité,4
24843,43928,1059,43928,3,2020-10-7,je vous le conseille le produit est magnifique,5
91049,43969,1211,43969,4,2020-6-13,je suis deçu,3
49626,44006,234,44006,1,2020-5-24,flop,2
30074,44109,2061,44109,3,2020-6-20,top,1
72150,44197,1979,44197,1,2021-10-27,je suis deçu,4
62315,44228,1570,44228,2,2021-1-7,je suis contente,2
30897,44268,2095,44268,5,2021-1-28,flop,3
77808,44321,181,44321,1,2020-9-17,je suis contente,3
68712,44382,1290,44382,3,2020-12-14,je vous le conseille le produit est magnifique,2
91293,44402,743,44402,4,2021-4-13,tres mauvaise qualité,4
39675,44437,56,44437,3,2021-10-8,top,4
5343,44550,1934,44550,3,2020-4-6,j aime bien ,4
37087,44609,1295,44609,1,2021-9-20,j adoooore ce produt,5
51621,44640,529,44640,1,2020-7-8,le produit n est pas original,3
38569,44695,1935,44695,2,2021-6-19,tres mauvaise qualité,3
90506,44737,1326,44737,3,2020-10-5,j aime bien ,5
92414,44739,147,44739,1,2021-10-8,je suis content,3
17661,44745,1825,44745,4,2020-1-9,j aime bien ,1
31529,44773,1540,44773,1,2020-6-10,j aime pas trop,5
8830,44835,1226,44835,4,2021-9-13,je vous le conseille le produit est magnifique,2
18557,44862,539,44862,2,2021-1-6,j aime bien ,1
75677,44898,1938,44898,2,2021-1-21,j adoooore ce produt,5
49534,44956,1348,44956,3,2021-11-21,je suis deçu,5
76366,45128,761,45128,1,2021-11-9,je suis contente,4
90015,45197,35,45197,2,2020-4-26,tres mauvaise qualité,5
53047,45211,283,45211,1,2020-5-25,j aime bien ,3
43802,45252,341,45252,2,2021-2-16,flop,2
81256,45361,1067,45361,3,2020-12-3,flop,2
91437,45366,1084,45366,1,2020-2-21,tres bonne qualité,5
34349,45374,100,45374,5,2020-5-7,j aime bien ,4
30486,45426,1974,45426,3,2021-12-2,flop,4
8533,45450,1081,45450,1,2020-11-12,je suis contente,1
19746,45514,527,45514,2,2021-9-5,j adoooore ce produt,1
32792,45567,598,45567,3,2020-7-16,le produit n est pas original,3
81797,45675,229,45675,1,2021-9-13,tres mauvaise qualité,3
64753,45764,63,45764,2,2020-9-14,je vous le conseille le produit est magnifique,3
93728,45781,272,45781,2,2020-4-23,j aime pas trop,2
79222,45797,2102,45797,1,2021-6-22,j aime pas trop,1
3329,45806,1542,45806,2,2021-4-18,top,2
42698,45856,1095,45856,4,2020-8-27,tres bonne qualité,2
11716,45905,2080,45905,1,2021-2-14,le produit n est pas original,1
83188,45918,2059,45918,2,2020-2-25,tres mauvaise qualité,3
9519,45943,1602,45943,2,2020-9-16,je vous le conseille le produit est magnifique,3
9519,45943,353,45943,5,2020-9-16,flop,5
9853,46040,615,46040,5,2020-11-19,j aime pas trop,1
9899,46080,854,46080,3,2021-2-25,je suis contente,5
84398,46183,2039,46183,4,2020-4-20,je suis content,3
17574,46249,477,46249,4,2020-4-25,tres mauvaise qualité,1
23590,46288,46,46288,1,2020-5-21,j adoooore ce produt,4
51756,46522,743,46522,1,2020-10-1,top,5
94975,46551,551,46551,4,2020-10-10,j adoooore ce produt,2
86402,46561,1986,46561,2,2020-1-10,j adoooore ce produt,3
54277,46656,1765,46656,2,2020-1-2,tres mauvaise qualité,4
42698,46678,634,46678,2,2021-12-1,je suis deçu,1
79761,46706,1628,46706,2,2021-8-20,top,1
37308,46712,1929,46712,3,2021-7-3,flop,3
78161,46783,2056,46783,1,2021-10-20,je suis deçu,5
12423,46920,2018,46920,3,2020-1-5,flop,4
88776,46985,1934,46985,3,2020-3-5,tres bonne qualité,4
94969,47008,1943,47008,2,2020-9-12,tres mauvaise qualité,3
34670,47031,1881,47031,2,2021-10-3,je suis contente,2
36207,47083,1293,47083,2,2021-12-13,tres mauvaise qualité,2
52070,47089,1286,47089,3,2020-2-11,je suis contente,4
10693,47110,399,47110,1,2021-7-3,j aime pas trop,2
44942,47146,1773,47146,5,2020-8-26,le produit n est pas original,2
27903,47225,1850,47225,1,2020-12-13,je suis content,5
49108,47236,1937,47236,2,2021-12-5,tres mauvaise qualité,1
86832,47302,407,47302,3,2020-11-3,je suis deçu,4
93579,47306,625,47306,1,2021-9-13,j adoooore ce produt,4
84894,47406,1636,47406,3,2020-12-1,je suis deçu,5
36133,47498,292,47498,2,2021-3-20,je vous le conseille le produit est magnifique,5
26558,47575,894,47575,1,2020-12-3,top,5
59517,47607,894,47607,3,2020-6-22,j aime bien ,4
62163,47612,715,47612,1,2020-7-25,j adoooore ce produt,3
7661,47702,1400,47702,1,2020-10-5,je suis content,1
81758,47752,1349,47752,2,2021-7-19,je suis contente,3
71367,47780,162,47780,2,2021-9-20,je vous le conseille le produit est magnifique,4
56377,47804,845,47804,2,2020-8-4,tres mauvaise qualité,1
24382,47822,1305,47822,1,2020-4-8,j aime pas trop,5
15873,47841,2093,47841,2,2020-3-15,je suis deçu,5
53643,47878,325,47878,4,2021-10-23,je vous le conseille le produit est magnifique,4
2856,47977,1430,47977,1,2020-5-2,j aime bien ,1
34895,48068,467,48068,1,2020-7-27,j adoooore ce produt,1
20137,48098,1274,48098,1,2020-3-17,le produit n est pas original,1
18193,48126,2020,48126,4,2020-10-2,je suis deçu,2
72972,48134,1030,48134,3,2021-8-7,flop,4
78675,48160,648,48160,1,2021-4-8,je vous le conseille le produit est magnifique,1
90084,48168,570,48168,1,2020-11-15,top,3
50909,48186,1629,48186,1,2021-7-9,j aime pas trop,1
23556,48360,669,48360,2,2020-11-25,le produit n est pas original,1
30250,48381,1038,48381,2,2021-4-8,top,2
60562,48395,171,48395,2,2021-7-7,je suis contente,1
94460,48412,1137,48412,5,2021-2-28,top,4
39870,48441,2012,48441,2,2020-12-5,je vous le conseille le produit est magnifique,5
18866,48509,2188,48509,2,2021-4-9,je vous le conseille le produit est magnifique,1
82477,48533,78,48533,1,2020-5-24,je suis contente,2
38051,48676,144,48676,1,2020-10-25,top,1
40294,48713,1995,48713,3,2021-11-6,le produit n est pas original,2
21504,48718,1106,48718,1,2020-2-16,j aime bien ,3
50403,48729,167,48729,4,2020-5-15,j adoooore ce produt,2
83968,48735,1235,48735,4,2021-6-7,tres bonne qualité,1
47403,48741,1740,48741,1,2021-8-4,j aime pas trop,5
87425,48749,1905,48749,4,2021-11-6,flop,1
62071,48810,554,48810,1,2021-1-15,je vous le conseille le produit est magnifique,5
15432,48854,1948,48854,1,2021-3-13,le produit n est pas original,2
96568,48861,2074,48861,1,2020-10-7,flop,3
7057,48907,1765,48907,2,2020-4-19,j aime pas trop,1
50071,49034,1572,49034,4,2021-3-9,flop,3
41155,49078,263,49078,4,2020-9-4,le produit n est pas original,1
61193,49091,2061,49091,1,2020-12-9,le produit n est pas original,2
10410,49196,2074,49196,4,2021-3-6,je suis deçu,1
92356,49199,1234,49199,2,2021-7-22,tres bonne qualité,3
27362,49359,2043,49359,2,2021-5-10,je suis contente,5
26724,49365,1562,49365,2,2021-11-25,top,4
12199,49370,1697,49370,3,2021-7-1,je suis deçu,1
69745,49375,346,49375,2,2020-9-11,top,2
88258,49390,102,49390,2,2021-7-13,je vous le conseille le produit est magnifique,1
56798,49442,779,49442,4,2021-6-27,tres bonne qualité,3
56047,49476,1391,49476,4,2021-5-4,je suis content,4
93828,49481,1606,49481,3,2021-6-8,j aime bien ,5
96100,49498,819,49498,4,2021-2-28,tres mauvaise qualité,4
85931,49537,770,49537,4,2021-10-13,tres bonne qualité,2
75928,49553,79,49553,2,2021-10-13,tres mauvaise qualité,4
39075,49586,1042,49586,2,2021-7-6,tres mauvaise qualité,2
84650,49677,831,49677,2,2020-7-15,j adoooore ce produt,2
80350,49695,2143,49695,3,2020-6-16,j aime bien ,1
67647,49727,1996,49727,2,2020-11-3,le produit n est pas original,3
34035,49782,1798,49782,3,2021-7-12,le produit n est pas original,3
78370,49791,915,49791,1,2020-9-2,j adoooore ce produt,1
93255,49810,148,49810,2,2021-10-13,flop,2
23058,49849,2049,49849,1,2020-12-11,j aime bien ,1
33051,49875,209,49875,2,2020-8-24,top,3
9570,49889,2014,49889,3,2020-5-4,tres bonne qualité,4
40254,49935,183,49935,3,2020-1-25,je vous le conseille le produit est magnifique,5
31575,50055,2186,50055,2,2020-3-17,j aime bien ,3
65371,50087,631,50087,3,2021-10-2,je suis contente,1
4256,50091,1474,50091,3,2020-1-9,j aime pas trop,1
18110,50127,49,50127,1,2021-4-4,j adoooore ce produt,2
88858,50164,2179,50164,1,2021-12-25,le produit n est pas original,4
15762,50249,931,50249,1,2020-10-1,top,3
82507,50269,415,50269,3,2020-2-6,tres mauvaise qualité,2
50019,50304,1150,50304,2,2020-2-14,je suis content,4
85240,50395,1987,50395,4,2021-10-3,top,3
89365,50424,1020,50424,1,2020-8-22,top,5
57356,50446,29,50446,1,2020-10-6,flop,5
40656,50703,1810,50703,1,2021-5-21,je suis contente,4
61104,50724,68,50724,1,2020-6-23,je vous le conseille le produit est magnifique,4
9271,50939,452,50939,4,2021-8-2,tres mauvaise qualité,1
39716,50943,762,50943,1,2021-1-8,j aime bien ,2
86297,51045,1602,51045,3,2020-12-16,top,1
69036,51097,387,51097,1,2020-4-20,je suis deçu,4
15270,51110,1896,51110,1,2020-8-16,top,5
91826,51175,1861,51175,1,2021-2-12,flop,2
68357,51186,424,51186,2,2020-1-7,j adoooore ce produt,3
2595,51193,271,51193,1,2021-8-26,tres mauvaise qualité,5
46060,51251,1823,51251,1,2021-1-9,je vous le conseille le produit est magnifique,3
43711,51275,1964,51275,2,2020-2-15,j aime bien ,3
47139,51406,789,51406,1,2021-2-25,top,4
17357,51439,465,51439,3,2021-12-22,j aime pas trop,2
2017,51481,105,51481,2,2021-7-21,j aime pas trop,5
41237,51519,1601,51519,3,2021-11-17,j adoooore ce produt,1
22426,51521,931,51521,4,2020-1-1,j aime bien ,3
10079,51619,144,51619,4,2020-11-6,j aime bien ,5
58481,51702,999,51702,1,2020-11-19,je vous le conseille le produit est magnifique,4
6870,51717,2153,51717,2,2020-2-2,j adoooore ce produt,2
76328,51741,1683,51741,1,2021-2-15,j aime pas trop,3
52754,51778,810,51778,1,2021-6-19,tres mauvaise qualité,2
8781,51833,1414,51833,1,2021-2-25,je suis content,3
38219,51837,720,51837,1,2021-12-27,je suis contente,2
20386,51865,462,51865,3,2020-7-9,j aime bien ,2
42481,51901,952,51901,1,2020-11-1,top,2
35482,51973,118,51973,1,2021-5-24,tres mauvaise qualité,1
40282,52024,1651,52024,2,2020-2-22,j adoooore ce produt,1
77151,52086,1467,52086,5,2021-1-7,j adoooore ce produt,2
25054,52138,448,52138,3,2021-12-15,je vous le conseille le produit est magnifique,1
90216,52139,1217,52139,2,2021-2-19,je suis contente,1
26428,52258,1338,52258,1,2020-9-28,je suis contente,2
17684,52349,2008,52349,2,2021-6-7,le produit n est pas original,5
87214,52423,1284,52423,1,2021-3-20,j aime bien ,1
74696,52493,1227,52493,2,2021-7-22,le produit n est pas original,4
11274,52516,8,52516,1,2020-4-25,flop,5
22915,52550,2051,52550,1,2021-3-25,tres bonne qualité,3
92778,52591,1313,52591,3,2020-3-23,je suis content,1
75607,52682,100,52682,1,2021-1-14,je vous le conseille le produit est magnifique,2
1330,52719,1056,52719,1,2020-12-27,top,3
77093,52785,61,52785,2,2021-5-19,je vous le conseille le produit est magnifique,1
5863,52788,534,52788,1,2020-5-12,top,1
77114,52895,2009,52895,2,2021-12-26,flop,1
85739,52934,1599,52934,4,2021-6-1,j adoooore ce produt,2
33538,53047,1055,53047,5,2021-6-8,j aime bien ,2
85324,53065,1493,53065,1,2021-4-4,j aime pas trop,2
61581,53087,153,53087,4,2021-8-16,j aime bien ,1
72180,53112,995,53112,2,2020-9-5,tres bonne qualité,2
25347,53161,356,53161,4,2020-10-3,tres bonne qualité,2
88468,53162,1961,53162,3,2021-12-12,je vous le conseille le produit est magnifique,2
86270,53165,822,53165,3,2021-12-20,tres mauvaise qualité,1
85882,53170,1199,53170,4,2020-6-23,top,4
19612,53210,1605,53210,2,2021-4-2,le produit n est pas original,1
72769,53278,422,53278,3,2020-1-7,je suis deçu,1
11535,53365,2168,53365,2,2021-7-6,le produit n est pas original,4
84484,53401,686,53401,5,2021-7-20,le produit n est pas original,2
70841,53427,1047,53427,1,2020-11-23,je suis contente,1
70841,53427,269,53427,2,2020-11-23,le produit n est pas original,4
97826,53466,1713,53466,1,2020-2-2,j adoooore ce produt,4
19338,53476,2084,53476,2,2020-7-16,j aime bien ,2
53786,53485,207,53485,5,2021-3-2,tres bonne qualité,4
13350,53514,1855,53514,1,2021-5-14,je suis content,1
78727,53525,705,53525,2,2020-9-28,je vous le conseille le produit est magnifique,1
32093,53538,1007,53538,1,2021-10-15,le produit n est pas original,5
32670,53686,611,53686,1,2021-7-11,j adoooore ce produt,4
62469,53755,491,53755,2,2020-10-12,je vous le conseille le produit est magnifique,1
79764,53836,622,53836,1,2021-5-13,je suis contente,4
57911,53906,1911,53906,1,2020-5-12,tres bonne qualité,3
38508,53989,1230,53989,3,2021-3-24,tres mauvaise qualité,1
22990,53990,1916,53990,2,2021-4-17,je suis content,1
18712,53995,489,53995,1,2020-8-19,j aime pas trop,4
48311,54094,1216,54094,2,2021-4-23,j aime bien ,1
47015,54107,2168,54107,3,2021-2-14,je suis contente,3
80457,54112,1944,54112,1,2020-3-1,top,3
71931,54156,1324,54156,1,2020-5-7,j aime bien ,3
71931,54156,1470,54156,3,2020-5-7,j aime pas trop,1
39864,54184,1867,54184,1,2020-11-21,je vous le conseille le produit est magnifique,5
49116,54297,911,54297,2,2021-8-14,flop,1
33495,54309,1816,54309,1,2021-5-3,top,4
32852,54324,2005,54324,1,2020-2-10,tres mauvaise qualité,4
4083,54364,967,54364,1,2020-8-8,tres mauvaise qualité,3
34862,54372,2156,54372,1,2020-2-2,tres bonne qualité,2
14749,54397,689,54397,1,2021-11-16,tres bonne qualité,3
78488,54449,628,54449,4,2021-3-1,je suis contente,1
32252,54459,1450,54459,3,2020-1-23,j adoooore ce produt,5
79501,54504,1875,54504,2,2021-11-27,top,3
95155,54651,208,54651,4,2020-3-14,j adoooore ce produt,2
62293,54747,867,54747,3,2020-1-21,je vous le conseille le produit est magnifique,1
60643,54795,1605,54795,2,2021-10-28,flop,2
41995,54869,86,54869,4,2020-6-20,j aime pas trop,2
87915,54905,1715,54905,3,2021-6-6,je vous le conseille le produit est magnifique,5
64040,54907,1796,54907,1,2020-11-1,j aime pas trop,4
85356,54949,1190,54949,4,2021-4-24,je vous le conseille le produit est magnifique,2
45759,54962,511,54962,1,2020-1-13,flop,5
31465,54990,1645,54990,2,2020-4-23,je suis content,5
31465,54990,181,54990,4,2020-4-23,je vous le conseille le produit est magnifique,1
22030,55048,251,55048,3,2021-9-6,je suis deçu,4
79897,55082,1976,55082,2,2020-1-3,tres bonne qualité,1
43055,55093,199,55093,3,2021-6-23,j adoooore ce produt,5
91846,55186,2178,55186,3,2021-4-1,j aime pas trop,5
92022,55198,1078,55198,1,2020-6-12,je vous le conseille le produit est magnifique,1
79237,55232,2185,55232,1,2020-6-12,j adoooore ce produt,1
42704,55442,2053,55442,5,2021-6-5,tres mauvaise qualité,1
26648,55450,857,55450,1,2021-6-17,je vous le conseille le produit est magnifique,4
63143,55452,1170,55452,2,2021-4-16,flop,1
85258,55476,40,55476,3,2020-10-9,flop,1
85285,55565,1895,55565,5,2020-3-2,tres bonne qualité,4
95758,55581,778,55581,4,2021-2-21,tres bonne qualité,5
36823,55589,1012,55589,4,2020-9-14,je vous le conseille le produit est magnifique,2
1059,55701,2007,55701,1,2020-12-12,top,3
9570,55808,1761,55808,3,2020-5-13,top,1
62931,55821,731,55821,1,2021-7-14,j adoooore ce produt,3
74684,55858,805,55858,2,2020-6-24,je suis deçu,5
32071,55901,1255,55901,1,2020-9-14,j adoooore ce produt,2
45941,55939,1840,55939,4,2020-2-21,j adoooore ce produt,1
829,55952,1326,55952,4,2021-8-14,je vous le conseille le produit est magnifique,5
72331,55981,1643,55981,3,2021-3-13,je vous le conseille le produit est magnifique,2
17284,56029,972,56029,1,2020-11-10,je suis deçu,4
90895,56087,286,56087,2,2020-8-16,je suis content,1
63026,56100,1737,56100,2,2020-9-22,j aime pas trop,3
89071,56131,1053,56131,1,2021-11-11,flop,3
49053,56133,2051,56133,1,2021-7-15,tres bonne qualité,5
38076,56169,2197,56169,3,2020-8-12,j adoooore ce produt,1
58728,56274,967,56274,2,2021-6-23,je vous le conseille le produit est magnifique,5
60780,56393,244,56393,1,2021-1-18,je vous le conseille le produit est magnifique,2
56800,56405,443,56405,1,2020-7-16,je vous le conseille le produit est magnifique,1
62512,56424,1259,56424,3,2020-1-26,top,2
58367,56449,881,56449,1,2020-10-2,flop,1
89490,56454,1879,56454,2,2021-4-3,je suis contente,1
75772,56573,1049,56573,3,2020-2-16,j adoooore ce produt,3
62461,56597,1132,56597,2,2021-6-5,tres mauvaise qualité,4
50877,56610,1476,56610,1,2021-6-25,tres bonne qualité,4
60344,56632,127,56632,1,2021-12-15,j aime bien ,5
96071,56642,1080,56642,1,2020-1-24,je suis content,5
63831,56645,120,56645,2,2021-3-2,je suis deçu,1
19149,56657,859,56657,1,2021-8-9,je suis deçu,5
42993,56670,342,56670,3,2021-2-18,tres bonne qualité,5
76200,56676,1552,56676,5,2020-9-21,j adoooore ce produt,3
17901,56682,1546,56682,4,2020-1-11,flop,3
34607,56752,746,56752,5,2020-7-11,je suis content,5
13183,56765,946,56765,5,2020-5-22,j adoooore ce produt,3
32588,56799,1288,56799,5,2021-12-14,j aime bien ,2
58297,56827,165,56827,2,2021-8-6,tres bonne qualité,4
33296,56897,1980,56897,3,2021-4-9,top,2
9556,56935,2097,56935,4,2021-1-6,tres bonne qualité,1
8913,56954,2116,56954,3,2020-4-22,tres bonne qualité,5
40927,57058,2194,57058,2,2020-1-26,j aime bien ,1
1096,57059,976,57059,1,2021-12-19,j adoooore ce produt,2
47200,57077,492,57077,4,2021-10-24,tres mauvaise qualité,2
91798,57150,1258,57150,2,2021-12-11,top,4
91798,57150,347,57150,5,2021-12-11,je vous le conseille le produit est magnifique,5
61306,57164,1930,57164,4,2020-7-14,je vous le conseille le produit est magnifique,5
59496,57229,1962,57229,5,2020-10-7,top,5
38647,57268,630,57268,2,2020-1-24,j aime bien ,2
39597,57374,1846,57374,2,2021-11-14,j aime bien ,3
8242,57375,59,57375,5,2020-7-5,le produit n est pas original,5
39634,57380,389,57380,2,2021-6-27,top,1
49333,57648,516,57648,2,2020-8-1,flop,2
9653,57673,1927,57673,2,2020-12-12,je suis deçu,1
10481,57678,501,57678,4,2020-2-8,top,1
34827,57684,1965,57684,3,2021-8-18,top,5
85405,57732,1791,57732,2,2021-9-7,j aime pas trop,4
88413,57748,368,57748,4,2020-9-13,le produit n est pas original,4
91886,57761,1667,57761,3,2021-8-22,top,2
2280,57789,1342,57789,2,2021-11-18,j adoooore ce produt,5
11240,57930,17,57930,1,2020-1-17,je suis content,2
87315,57933,268,57933,1,2021-8-12,je suis content,3
